ANNOSCOLASTICO,CODICESCUOLA,ORDINESCUOLA,ANNOCORSO,ALUNNI,ALUNNICITTADINANZAITALIANA,ALUNNICITTADINANZANONITALIANA,ALUNNICITTADINANZANONITALIANAPAESIUE,ALUNNICITTADINANZANONITALIANAPAESINONUE
202425,LTMM81902X,SCUOLA SECONDARIA I GRADO,3,30,27,3,0,3
202425,BAEE87403D,SCUOLA PRIMARIA,4,8,8,0,0,0
202425,BTMM80001D,SCUOLA SECONDARIA I GRADO,1,45,45,0,0,0
202425,FOEE82503E,SCUOLA PRIMARIA,5,56,47,9,1,8
202425,TVMM882019,SCUOLA SECONDARIA I GRADO,3,89,78,11,1,10
202425,BNPS010006,SCUOLA SECONDARIA II GRADO,4,213,208,5,0,5
202425,VAMM85401P,SCUOLA SECONDARIA I GRADO,3,73,66,7,1,6
202425,LTTL01801V,SCUOLA SECONDARIA II GRADO,2,37,33,4,1,3
202425,VEEE821031,SCUOLA PRIMARIA,1,16,14,2,2,0
202425,VAEE86901D,SCUOLA PRIMARIA,4,37,32,5,0,5
202425,AVPC009014,SCUOLA SECONDARIA II GRADO,1,56,48,8,1,7
202425,MOEE04514X,SCUOLA PRIMARIA,3,62,38,24,0,24
202425,NOEE820028,SCUOLA PRIMARIA,2,10,10,0,0,0
202425,MIMM8CK018,SCUOLA SECONDARIA I GRADO,3,65,60,5,2,3
202425,ALTF00801T,SCUOLA SECONDARIA II GRADO,2,138,109,29,8,21
202425,TPEE82103E,SCUOLA PRIMARIA,4,18,17,1,1,0
202425,CNMM833017,SCUOLA SECONDARIA I GRADO,2,70,49,21,1,20
202425,RCEE80617G,SCUOLA PRIMARIA,5,33,33,0,0,0
202425,MOEE845029,SCUOLA PRIMARIA,4,45,24,21,1,20
202425,BGEE86001E,SCUOLA PRIMARIA,1,34,30,4,1,3
202425,MNTD00301T,SCUOLA SECONDARIA II GRADO,1,90,63,27,4,23
202425,BIEE817033,SCUOLA PRIMARIA,4,5,5,0,0,0
202425,MSMM816041,SCUOLA SECONDARIA I GRADO,3,17,15,2,0,2
202425,KRMM833019,SCUOLA SECONDARIA I GRADO,2,34,32,2,2,0
202425,RGRH020016,SCUOLA SECONDARIA II GRADO,1,28,28,0,0,0
202425,CTEE89703Q,SCUOLA PRIMARIA,5,24,24,0,0,0
202425,TVEE870014,SCUOLA PRIMARIA,2,11,6,5,0,5
202425,CEMM86501V,SCUOLA SECONDARIA I GRADO,3,86,84,2,0,2
202425,ANTF013021,SCUOLA SECONDARIA II GRADO,1,26,22,4,2,2
202425,BGEE80801D,SCUOLA PRIMARIA,5,20,14,6,0,6
202425,BSRH004011,SCUOLA SECONDARIA II GRADO,4,25,22,3,0,3
202425,RMEE8D301X,SCUOLA PRIMARIA,5,59,54,5,2,3
202425,VBEE81703D,SCUOLA PRIMARIA,4,6,5,1,0,1
202425,GEMM85803C,SCUOLA SECONDARIA I GRADO,1,40,37,3,0,3
202425,MIPS05401A,SCUOLA SECONDARIA II GRADO,5,42,36,6,1,5
202425,CAMM84701V,SCUOLA SECONDARIA I GRADO,2,76,76,0,0,0
202425,SATE06901B,SCUOLA SECONDARIA II GRADO,5,11,11,0,0,0
202425,BTEE852017,SCUOLA PRIMARIA,3,32,32,0,0,0
202425,CZMM83903B,SCUOLA SECONDARIA I GRADO,2,13,13,0,0,0
202425,BIEE81903P,SCUOLA PRIMARIA,4,14,12,2,0,2
202425,CTEE89703Q,SCUOLA PRIMARIA,1,10,10,0,0,0
202425,ALEE824026,SCUOLA PRIMARIA,3,11,11,0,0,0
202425,MOEE840037,SCUOLA PRIMARIA,4,93,75,18,1,17
202425,LOTD01050C,SCUOLA SECONDARIA II GRADO,5,20,14,6,2,4
202425,CHEE07204X,SCUOLA PRIMARIA,1,9,8,1,0,1
202425,MTPS01000E,SCUOLA SECONDARIA II GRADO,3,149,147,2,0,2
202425,TOMM8BJ02E,SCUOLA SECONDARIA I GRADO,1,66,60,6,1,5
202425,SAEE8CG036,SCUOLA PRIMARIA,2,2,2,0,0,0
202425,BOEE84801T,SCUOLA PRIMARIA,5,14,6,8,1,7
202425,PNPS010008,SCUOLA SECONDARIA II GRADO,3,240,216,24,13,11
202425,CEEE80802R,SCUOLA PRIMARIA,5,21,21,0,0,0
202425,VAEE81904G,SCUOLA PRIMARIA,5,14,14,0,0,0
202425,FOEE02002B,SCUOLA PRIMARIA,2,34,23,11,1,10
202425,CAEE8AK011,SCUOLA PRIMARIA,2,48,45,3,0,3
202425,BOEE846038,SCUOLA PRIMARIA,4,41,32,9,2,7
202425,SSEE81204C,SCUOLA PRIMARIA,3,29,27,2,0,2
202425,PZEE87001G,SCUOLA PRIMARIA,2,43,42,1,0,1
202425,NUEE86204N,SCUOLA PRIMARIA,4,22,20,2,0,2
202425,SAEE8AZ02G,SCUOLA PRIMARIA,3,12,9,3,1,2
202425,SORI00801R,SCUOLA SECONDARIA II GRADO,1,80,69,11,2,9
202425,LUEE831012,SCUOLA PRIMARIA,4,39,37,2,0,2
202425,NAMM8E301E,SCUOLA SECONDARIA I GRADO,1,127,125,2,1,1
202425,TERI01401L,SCUOLA SECONDARIA II GRADO,4,38,35,3,1,2
202425,NAMM8ER01D,SCUOLA SECONDARIA I GRADO,3,95,89,6,1,5
202425,VCRH040019,SCUOLA SECONDARIA II GRADO,2,50,42,8,0,8
202425,CNEE81411A,SCUOLA PRIMARIA,1,8,7,1,0,1
202425,PDPS00302R,SCUOLA SECONDARIA II GRADO,3,49,48,1,0,1
202425,NAEE8DJ03B,SCUOLA PRIMARIA,2,16,16,0,0,0
202425,SVTF00301V,SCUOLA SECONDARIA II GRADO,5,42,39,3,0,3
202425,PGEE862018,SCUOLA PRIMARIA,3,85,80,5,0,5
202425,MEEE8AD047,SCUOLA PRIMARIA,1,8,8,0,0,0
202425,TOEE845024,SCUOLA PRIMARIA,4,6,6,0,0,0
202425,FGEE82002C,SCUOLA PRIMARIA,2,5,5,0,0,0
202425,NOMM82401D,SCUOLA SECONDARIA I GRADO,3,108,75,33,0,33
202425,VEEE817017,SCUOLA PRIMARIA,2,66,51,15,3,12
202425,NAEE8FE02V,SCUOLA PRIMARIA,1,11,11,0,0,0
202425,LIMM81401R,SCUOLA SECONDARIA I GRADO,2,99,79,20,1,19
202425,MIEE8C301R,SCUOLA PRIMARIA,5,87,69,18,3,15
202425,CZEE864024,SCUOLA PRIMARIA,2,1,1,0,0,0
202425,MIEE840032,SCUOLA PRIMARIA,4,62,57,5,0,5
202425,PGEE03201D,SCUOLA PRIMARIA,4,55,50,5,1,4
202425,TVEE820057,SCUOLA PRIMARIA,1,41,37,4,3,1
202425,CETD01401B,SCUOLA SECONDARIA II GRADO,5,59,56,3,1,2
202425,VRMM89001X,SCUOLA SECONDARIA I GRADO,3,123,92,31,5,26
202425,VIMM85201R,SCUOLA SECONDARIA I GRADO,2,13,13,0,0,0
202425,MNTD01052B,SCUOLA SECONDARIA II GRADO,5,13,7,6,1,5
202425,LTEE833016,SCUOLA PRIMARIA,1,11,11,0,0,0
202425,MSMM822015,SCUOLA SECONDARIA I GRADO,2,126,104,22,6,16
202425,PAEE8AT023,SCUOLA PRIMARIA,2,10,10,0,0,0
202425,FIPS031013,SCUOLA SECONDARIA II GRADO,4,49,48,1,0,1
202425,RMMM82401D,SCUOLA SECONDARIA I GRADO,2,111,93,18,3,15
202425,SVEE818067,SCUOLA PRIMARIA,5,38,31,7,0,7
202425,LEEE853026,SCUOLA PRIMARIA,4,49,48,1,0,1
202425,SSTH00401C,SCUOLA SECONDARIA II GRADO,3,55,55,0,0,0
202425,ANEE815022,SCUOLA PRIMARIA,4,64,58,6,1,5
202425,PCMM00200Q,SCUOLA SECONDARIA I GRADO,1,318,150,168,9,159
202425,MNEE821013,SCUOLA PRIMARIA,3,36,28,8,2,6
202425,TOEE88007L,SCUOLA PRIMARIA,4,5,5,0,0,0
202425,RNRH030001,SCUOLA SECONDARIA II GRADO,4,111,80,31,3,28
202425,RAEE82002X,SCUOLA PRIMARIA,4,65,55,10,1,9
202425,MSEE80904V,SCUOLA PRIMARIA,5,20,16,4,2,2
202425,FIPM01901D,SCUOLA SECONDARIA II GRADO,4,114,108,6,1,5
202425,PNEE81803D,SCUOLA PRIMARIA,3,19,19,0,0,0
202425,CZEE830065,SCUOLA PRIMARIA,1,15,14,1,1,0
202425,LOEE815031,SCUOLA PRIMARIA,2,13,11,2,2,0
202425,GREE81905L,SCUOLA PRIMARIA,3,7,4,3,0,3
202425,RMMM8GS01V,SCUOLA SECONDARIA I GRADO,2,126,103,23,7,16
202425,LOMM80401B,SCUOLA SECONDARIA I GRADO,1,46,26,20,1,19
202425,ATMM810039,SCUOLA SECONDARIA I GRADO,2,11,10,1,0,1
202425,BGMM8AG039,SCUOLA SECONDARIA I GRADO,1,12,10,2,0,2
202425,NAEE83902A,SCUOLA PRIMARIA,3,21,19,2,0,2
202425,SATD06901X,SCUOLA SECONDARIA II GRADO,4,27,26,1,0,1
202425,CEEE815086,SCUOLA PRIMARIA,1,11,11,0,0,0
202425,TEEE056012,SCUOLA PRIMARIA,3,20,20,0,0,0
202425,BSEE852036,SCUOLA PRIMARIA,3,21,16,5,2,3
202425,NAEE8HA04V,SCUOLA PRIMARIA,5,14,14,0,0,0
202425,APEE81005L,SCUOLA PRIMARIA,4,15,14,1,0,1
202425,PSTD00701L,SCUOLA SECONDARIA II GRADO,1,83,76,7,1,6
202425,CTEE8AY01L,SCUOLA PRIMARIA,3,11,10,1,1,0
202425,AVEE881011,SCUOLA PRIMARIA,4,18,17,1,0,1
202425,PIEE838025,SCUOLA PRIMARIA,2,34,34,0,0,0
202425,NAEE8EB01Q,SCUOLA PRIMARIA,5,94,93,1,0,1
202425,COEE81901P,SCUOLA PRIMARIA,4,41,37,4,2,2
202425,RARC00351G,SCUOLA SECONDARIA II GRADO,4,34,26,8,4,4
202425,APMM826022,SCUOLA SECONDARIA I GRADO,3,39,35,4,0,4
202425,NAEE8ER02G,SCUOLA PRIMARIA,1,11,7,4,0,4
202425,ROEE803047,SCUOLA PRIMARIA,2,43,31,12,2,10
202425,VTMM81602N,SCUOLA SECONDARIA I GRADO,2,65,54,11,6,5
202425,CTEE808023,SCUOLA PRIMARIA,1,12,8,4,0,4
202425,SAMM81301E,SCUOLA SECONDARIA I GRADO,1,32,30,2,1,1
202425,MEEE84806C,SCUOLA PRIMARIA,1,20,20,0,0,0
202425,LTEE819021,SCUOLA PRIMARIA,2,10,10,0,0,0
202425,SVEE81506Q,SCUOLA PRIMARIA,3,49,38,11,1,10
202425,NAEE8B6017,SCUOLA PRIMARIA,3,25,25,0,0,0
202425,FRMM85202X,SCUOLA SECONDARIA I GRADO,1,27,27,0,0,0
202425,CHPS01301C,SCUOLA SECONDARIA II GRADO,4,64,61,3,2,1
202425,FGMM819049,SCUOLA SECONDARIA I GRADO,3,4,3,1,1,0
202425,IMEE810063,SCUOLA PRIMARIA,2,33,19,14,0,14
202425,PRMM83003V,SCUOLA SECONDARIA I GRADO,1,46,40,6,0,6
202425,PZMM84003R,SCUOLA SECONDARIA I GRADO,2,15,12,3,0,3
202425,MIMM852015,SCUOLA SECONDARIA I GRADO,3,146,114,32,1,31
202425,CNEE81207D,SCUOLA PRIMARIA,4,10,9,1,0,1
202425,PGEE84002C,SCUOLA PRIMARIA,1,21,19,2,1,1
202425,PATD03201Q,SCUOLA SECONDARIA II GRADO,1,128,125,3,0,3
202425,SPEE824031,SCUOLA PRIMARIA,3,16,15,1,0,1
202425,PDMM890016,SCUOLA SECONDARIA I GRADO,1,119,101,18,6,12
202425,LUTD01401L,SCUOLA SECONDARIA II GRADO,5,23,23,0,0,0
202425,RMPC250005,SCUOLA SECONDARIA II GRADO,4,202,200,2,1,1
202425,REMM812019,SCUOLA SECONDARIA I GRADO,3,135,106,29,2,27
202425,VREE86804V,SCUOLA PRIMARIA,2,21,15,6,2,4
202425,SRTL01101R,SCUOLA SECONDARIA II GRADO,3,29,28,1,1,0
202425,TOMM8BV01R,SCUOLA SECONDARIA I GRADO,3,152,115,37,21,16
202425,SITE00401A,SCUOLA SECONDARIA II GRADO,4,66,57,9,2,7
202425,VREE859011,SCUOLA PRIMARIA,3,38,29,9,5,4
202425,CTEE822018,SCUOLA PRIMARIA,5,62,62,0,0,0
202425,AVRH04051A,SCUOLA SECONDARIA II GRADO,4,7,6,1,0,1
202425,GEEE86502G,SCUOLA PRIMARIA,5,17,14,3,0,3
202425,MIEE8BX03G,SCUOLA PRIMARIA,2,43,36,7,1,6
202425,BSEE88401G,SCUOLA PRIMARIA,2,27,24,3,0,3
202425,MNMM83101L,SCUOLA SECONDARIA I GRADO,3,120,103,17,2,15
202425,VEEE83001N,SCUOLA PRIMARIA,3,30,26,4,3,1
202425,MIEE8EC023,SCUOLA PRIMARIA,4,47,42,5,1,4
202425,ANMM85201V,SCUOLA SECONDARIA I GRADO,1,28,25,3,0,3
202425,LETD042024,SCUOLA SECONDARIA II GRADO,5,14,12,2,0,2
202425,ALEE83704A,SCUOLA PRIMARIA,3,52,42,10,3,7
202425,CETD22000B,SCUOLA SECONDARIA II GRADO,5,98,96,2,1,1
202425,CTEE83201V,SCUOLA PRIMARIA,5,33,31,2,2,0
202425,CTRH01050L,SCUOLA SECONDARIA II GRADO,5,32,30,2,0,2
202425,FGEE82406X,SCUOLA PRIMARIA,2,2,2,0,0,0
202425,CZEE86802B,SCUOLA PRIMARIA,1,30,24,6,1,5
202425,SITD00702B,SCUOLA SECONDARIA II GRADO,4,52,46,6,4,2
202425,BSEE8AN048,SCUOLA PRIMARIA,5,44,29,15,5,10
202425,BAPS270009,SCUOLA SECONDARIA II GRADO,3,231,227,4,1,3
202425,GREE816077,SCUOLA PRIMARIA,3,10,9,1,0,1
202425,FIRH01001Q,SCUOLA SECONDARIA II GRADO,2,8,3,5,0,5
202425,VIEE86104Q,SCUOLA PRIMARIA,3,19,18,1,0,1
202425,BGEE81901X,SCUOLA PRIMARIA,3,57,56,1,0,1
202425,CREE82402A,SCUOLA PRIMARIA,2,35,19,16,6,10
202425,MIRC059012,SCUOLA SECONDARIA II GRADO,5,177,134,43,3,40
202425,CSEE8AJ01P,SCUOLA PRIMARIA,4,3,3,0,0,0
202425,VVEE813073,SCUOLA PRIMARIA,3,4,4,0,0,0
202425,MBEE8F6033,SCUOLA PRIMARIA,4,22,15,7,0,7
202425,AGEE83602T,SCUOLA PRIMARIA,1,46,43,3,2,1
202425,PAMM8AY014,SCUOLA SECONDARIA I GRADO,2,85,83,2,0,2
202425,CEMM88701Q,SCUOLA SECONDARIA I GRADO,2,62,57,5,0,5
202425,GEEE84406P,SCUOLA PRIMARIA,4,15,8,7,1,6
202425,GOEE80502C,SCUOLA PRIMARIA,2,42,31,11,0,11
202425,CNRC00451P,SCUOLA SECONDARIA II GRADO,2,25,21,4,0,4
202425,VAMM829012,SCUOLA SECONDARIA I GRADO,2,73,62,11,1,10
202425,SSMM02800T,SCUOLA SECONDARIA I GRADO,1,228,212,16,7,9
202425,BORI01402D,SCUOLA SECONDARIA II GRADO,1,45,28,17,1,16
202425,PCMM80801P,SCUOLA SECONDARIA I GRADO,2,103,62,41,7,34
202425,POEE820025,SCUOLA PRIMARIA,4,70,51,19,1,18
202425,NUPS018033,SCUOLA SECONDARIA II GRADO,2,43,42,1,0,1
202425,TOEE8BW02P,SCUOLA PRIMARIA,4,51,39,12,5,7
202425,LOEE81002R,SCUOLA PRIMARIA,3,37,26,11,3,8
202425,LTEE83003R,SCUOLA PRIMARIA,2,28,28,0,0,0
202425,VREE873017,SCUOLA PRIMARIA,2,43,35,8,1,7
202425,FREE828013,SCUOLA PRIMARIA,5,28,28,0,0,0
202425,PDEE861039,SCUOLA PRIMARIA,1,23,20,3,3,0
202425,CEPC00401T,SCUOLA SECONDARIA II GRADO,5,13,13,0,0,0
202425,APTA00801A,SCUOLA SECONDARIA II GRADO,3,72,71,1,0,1
202425,PGMM83802B,SCUOLA SECONDARIA I GRADO,2,38,35,3,1,2
202425,BOPS04000P,SCUOLA SECONDARIA II GRADO,1,417,365,52,9,43
202425,LTRC01000D,SCUOLA SECONDARIA II GRADO,3,122,101,21,3,18
202425,RMRC11101A,SCUOLA SECONDARIA II GRADO,1,43,24,19,2,17
202425,FIMM854016,SCUOLA SECONDARIA I GRADO,2,92,75,17,2,15
202425,RNEE80602X,SCUOLA PRIMARIA,1,21,21,0,0,0
202425,BGEE88602Q,SCUOLA PRIMARIA,5,66,39,27,1,26
202425,BSTF006011,SCUOLA SECONDARIA II GRADO,4,121,109,12,0,12
202425,GEEE811016,SCUOLA PRIMARIA,3,78,60,18,1,17
202425,CSEE814049,SCUOLA PRIMARIA,3,2,2,0,0,0
202425,SSEE83804L,SCUOLA PRIMARIA,3,17,16,1,0,1
202425,NAMM8B201V,SCUOLA SECONDARIA I GRADO,1,62,62,0,0,0
202425,TVRI023018,SCUOLA SECONDARIA II GRADO,1,130,91,39,5,34
202425,CTEE88004B,SCUOLA PRIMARIA,1,13,13,0,0,0
202425,CAMM824016,SCUOLA SECONDARIA I GRADO,2,45,45,0,0,0
202425,LUMM828015,SCUOLA SECONDARIA I GRADO,2,114,105,9,1,8
202425,MIRI09101E,SCUOLA SECONDARIA II GRADO,2,84,63,21,3,18
202425,VCEE810039,SCUOLA PRIMARIA,3,38,29,9,1,8
202425,IMEE801035,SCUOLA PRIMARIA,1,19,14,5,0,5
202425,BAPC23000Q,SCUOLA SECONDARIA II GRADO,2,169,161,8,4,4
202425,VEEE87101X,SCUOLA PRIMARIA,2,54,30,24,2,22
202425,LEMM8AS01T,SCUOLA SECONDARIA I GRADO,1,203,191,12,2,10
202425,PIEE81404P,SCUOLA PRIMARIA,5,18,18,0,0,0
202425,BREE82301L,SCUOLA PRIMARIA,3,31,26,5,0,5
202425,NUMM86203G,SCUOLA SECONDARIA I GRADO,3,20,20,0,0,0
202425,PDMM824017,SCUOLA SECONDARIA I GRADO,2,35,27,8,2,6
202425,FIEE81601C,SCUOLA PRIMARIA,3,14,13,1,0,1
202425,SOEE80401Q,SCUOLA PRIMARIA,2,16,15,1,0,1
202425,TVRI026515,SCUOLA SECONDARIA II GRADO,4,9,6,3,1,2
202425,BSMM8AL01C,SCUOLA SECONDARIA I GRADO,3,137,112,25,8,17
202425,CNEE819023,SCUOLA PRIMARIA,3,16,14,2,1,1
202425,MEEE844054,SCUOLA PRIMARIA,5,13,13,0,0,0
202425,REEE826018,SCUOLA PRIMARIA,5,18,17,1,0,1
202425,FOEE80303N,SCUOLA PRIMARIA,4,9,9,0,0,0
202425,PIEE82804L,SCUOLA PRIMARIA,2,13,12,1,0,1
202425,BRMM80203L,SCUOLA SECONDARIA I GRADO,3,50,50,0,0,0
202425,AVEE84607X,SCUOLA PRIMARIA,2,13,12,1,1,0
202425,COEE838025,SCUOLA PRIMARIA,2,25,23,2,0,2
202425,MBMM8EV01A,SCUOLA SECONDARIA I GRADO,2,124,98,26,1,25
202425,NAEE8CS02G,SCUOLA PRIMARIA,4,76,76,0,0,0
202425,PZTH016011,SCUOLA SECONDARIA II GRADO,2,31,31,0,0,0
202425,UDEE84702C,SCUOLA PRIMARIA,3,48,28,20,7,13
202425,MIEE8B503X,SCUOLA PRIMARIA,4,27,22,5,0,5
202425,PAEE8AA01A,SCUOLA PRIMARIA,5,29,29,0,0,0
202425,PEEE81906L,SCUOLA PRIMARIA,2,11,11,0,0,0
202425,PTEE82703P,SCUOLA PRIMARIA,5,23,23,0,0,0
202425,CNMM84901R,SCUOLA SECONDARIA I GRADO,3,42,40,2,1,1
202425,BREE83102L,SCUOLA PRIMARIA,5,59,59,0,0,0
202425,PDEE88602L,SCUOLA PRIMARIA,2,9,4,5,2,3
202425,CSEE8AR02A,SCUOLA PRIMARIA,5,30,30,0,0,0
202425,PEMM83901G,SCUOLA SECONDARIA I GRADO,1,41,39,2,0,2
202425,PEEE83804X,SCUOLA PRIMARIA,5,39,34,5,1,4
202425,RGEE812011,SCUOLA PRIMARIA,2,80,68,12,1,11
202425,AQPS01601E,SCUOLA SECONDARIA II GRADO,2,42,39,3,2,1
202425,BGMM82203R,SCUOLA SECONDARIA I GRADO,2,40,31,9,0,9
202425,FRMM84502R,SCUOLA SECONDARIA I GRADO,3,18,15,3,0,3
202425,PDEE82803N,SCUOLA PRIMARIA,1,15,13,2,0,2
202425,APEE826089,SCUOLA PRIMARIA,4,14,13,1,0,1
202425,RMEE8E802P,SCUOLA PRIMARIA,1,51,37,14,6,8
202425,FIEE870048,SCUOLA PRIMARIA,2,23,18,5,1,4
202425,PIEE832037,SCUOLA PRIMARIA,4,23,20,3,0,3
202425,RMMM8CE01X,SCUOLA SECONDARIA I GRADO,1,63,52,11,6,5
202425,TOEE8BU012,SCUOLA PRIMARIA,2,54,40,14,9,5
202425,NAEE8G0019,SCUOLA PRIMARIA,1,58,56,2,0,2
202425,CZTA021035,SCUOLA SECONDARIA II GRADO,3,57,56,1,0,1
202425,VIEE848038,SCUOLA PRIMARIA,2,20,19,1,0,1
202425,UDEE84805B,SCUOLA PRIMARIA,4,19,14,5,2,3
202425,RIRH02000T,SCUOLA SECONDARIA II GRADO,2,46,41,5,4,1
202425,CHPC06000T,SCUOLA SECONDARIA II GRADO,5,72,68,4,0,4
202425,RAEE808018,SCUOLA PRIMARIA,2,68,41,27,6,21
202425,RCMM85203L,SCUOLA SECONDARIA I GRADO,3,38,37,1,0,1
202425,PNMM813028,SCUOLA SECONDARIA I GRADO,3,32,28,4,0,4
202425,NAMM8CZ018,SCUOLA SECONDARIA I GRADO,3,74,73,1,0,1
202425,BOMM85101L,SCUOLA SECONDARIA I GRADO,1,201,165,36,5,31
202425,GOTF00601T,SCUOLA SECONDARIA II GRADO,2,76,64,12,2,10
202425,VIEE85802T,SCUOLA PRIMARIA,5,23,20,3,1,2
202425,NAEE8BE01B,SCUOLA PRIMARIA,3,49,47,2,0,2
202425,FOEE030044,SCUOLA PRIMARIA,1,19,13,6,1,5
202425,TOEE8AG01V,SCUOLA PRIMARIA,4,22,20,2,2,0
202425,VAEE873026,SCUOLA PRIMARIA,3,24,18,6,0,6
202425,PGTF02801B,SCUOLA SECONDARIA II GRADO,3,24,23,1,0,1
202425,RMMM84301V,SCUOLA SECONDARIA I GRADO,3,87,79,8,0,8
202425,LUEE83902N,SCUOLA PRIMARIA,3,32,30,2,1,1
202425,GEEE805053,SCUOLA PRIMARIA,5,30,27,3,2,1
202425,FGTE03000R,SCUOLA SECONDARIA II GRADO,4,197,189,8,4,4
202425,TEMM82301L,SCUOLA SECONDARIA I GRADO,2,21,17,4,0,4
202425,SSEE842037,SCUOLA PRIMARIA,1,7,7,0,0,0
202425,TVRC02801P,SCUOLA SECONDARIA II GRADO,3,47,38,9,3,6
202425,TVEE88101E,SCUOLA PRIMARIA,2,89,65,24,11,13
202425,CEEE8AD013,SCUOLA PRIMARIA,5,65,61,4,0,4
202425,SPEE822028,SCUOLA PRIMARIA,5,15,13,2,0,2
202425,RIEE81701R,SCUOLA PRIMARIA,3,21,20,1,0,1
202425,GEEE817037,SCUOLA PRIMARIA,5,7,6,1,0,1
202425,MBEE8B101B,SCUOLA PRIMARIA,4,90,80,10,4,6
202425,RMEE84602C,SCUOLA PRIMARIA,2,19,9,10,2,8
202425,BAEE883016,SCUOLA PRIMARIA,5,21,21,0,0,0
202425,BTEE852017,SCUOLA PRIMARIA,2,51,49,2,1,1
202425,ROEE81905T,SCUOLA PRIMARIA,5,15,12,3,1,2
202425,CNEE85304L,SCUOLA PRIMARIA,1,7,6,1,0,1
202425,VREE89805Q,SCUOLA PRIMARIA,3,17,14,3,0,3
202425,PNEE813029,SCUOLA PRIMARIA,4,17,15,2,0,2
202425,MBEE8BS02B,SCUOLA PRIMARIA,3,20,18,2,0,2
202425,BAPS052013,SCUOLA SECONDARIA II GRADO,2,83,83,0,0,0
202425,PRRA006013,SCUOLA SECONDARIA II GRADO,5,62,60,2,0,2
202425,CEPQ011019,SCUOLA SECONDARIA II GRADO,1,87,84,3,0,3
202425,CLMM80402N,SCUOLA SECONDARIA I GRADO,2,10,10,0,0,0
202425,PGEE871068,SCUOLA PRIMARIA,2,27,19,8,0,8
202425,PCEE81501V,SCUOLA PRIMARIA,5,26,21,5,0,5
202425,BSMM80603B,SCUOLA SECONDARIA I GRADO,1,30,25,5,0,5
202425,PREE80701R,SCUOLA PRIMARIA,4,78,49,29,2,27
202425,BARA06751Q,SCUOLA SECONDARIA II GRADO,3,20,20,0,0,0
202425,PAEE86501P,SCUOLA PRIMARIA,1,26,26,0,0,0
202425,BGPS04000R,SCUOLA SECONDARIA II GRADO,4,181,175,6,3,3
202425,RMEE8GL02R,SCUOLA PRIMARIA,1,73,70,3,0,3
202425,TOEE866014,SCUOLA PRIMARIA,1,22,9,13,2,11
202425,BOEE84801T,SCUOLA PRIMARIA,4,15,10,5,1,4
202425,TARI02151P,SCUOLA SECONDARIA II GRADO,5,13,13,0,0,0
202425,SAEE8BE063,SCUOLA PRIMARIA,5,13,13,0,0,0
202425,FGTF17000V,SCUOLA SECONDARIA II GRADO,4,138,135,3,0,3
202425,PGEE83001R,SCUOLA PRIMARIA,2,31,27,4,1,3
202425,AQMM84701L,SCUOLA SECONDARIA I GRADO,2,117,110,7,2,5
202425,LIEE82701X,SCUOLA PRIMARIA,3,47,39,8,1,7
202425,NOEE806044,SCUOLA PRIMARIA,2,32,25,7,3,4
202425,RMMM88102P,SCUOLA SECONDARIA I GRADO,2,45,41,4,3,1
202425,SSRA00302N,SCUOLA SECONDARIA II GRADO,4,20,20,0,0,0
202425,MEEE83905L,SCUOLA PRIMARIA,5,6,6,0,0,0
202425,PEEE052014,SCUOLA PRIMARIA,2,31,29,2,2,0
202425,FGEE88901D,SCUOLA PRIMARIA,4,41,30,11,6,5
202425,BSSL036511,SCUOLA SECONDARIA II GRADO,5,21,21,0,0,0
202425,PVRC00901P,SCUOLA SECONDARIA II GRADO,2,85,54,31,7,24
202425,RIEE82008X,SCUOLA PRIMARIA,5,1,1,0,0,0
202425,PCEE80901G,SCUOLA PRIMARIA,1,52,31,21,2,19
202425,PDEE862024,SCUOLA PRIMARIA,3,13,11,2,1,1
202425,TOPC08000P,SCUOLA SECONDARIA II GRADO,5,69,66,3,0,3
202425,RCEE85306L,SCUOLA PRIMARIA,3,34,30,4,2,2
202425,FOTE020004,SCUOLA SECONDARIA II GRADO,1,212,166,46,9,37
202425,FIEE86602E,SCUOLA PRIMARIA,3,21,15,6,0,6
202425,RCEE84302T,SCUOLA PRIMARIA,2,40,40,0,0,0
202425,PREE07504G,SCUOLA PRIMARIA,4,78,54,24,1,23
202425,MNEE82802V,SCUOLA PRIMARIA,5,47,30,17,2,15
202425,SVTF007016,SCUOLA SECONDARIA II GRADO,1,72,57,15,1,14
202425,SAEE85001E,SCUOLA PRIMARIA,3,28,27,1,0,1
202425,PZEE88511R,SCUOLA PRIMARIA,2,1,1,0,0,0
202425,TVEE86606N,SCUOLA PRIMARIA,5,18,18,0,0,0
202425,TOEE86803T,SCUOLA PRIMARIA,1,19,12,7,1,6
202425,CEEE869028,SCUOLA PRIMARIA,2,28,25,3,0,3
202425,ALPS00901G,SCUOLA SECONDARIA II GRADO,2,60,48,12,0,12
202425,RNEE806064,SCUOLA PRIMARIA,4,65,54,11,0,11
202425,PAEE88201C,SCUOLA PRIMARIA,4,26,26,0,0,0
202425,TOTN03950A,SCUOLA SECONDARIA II GRADO,2,15,5,10,0,10
202425,FOEE81601N,SCUOLA PRIMARIA,4,36,11,25,0,25
202425,ISEE832032,SCUOLA PRIMARIA,3,15,13,2,1,1
202425,CZEE844074,SCUOLA PRIMARIA,2,24,19,5,1,4
